,Time [Sec],Li7,Na23,Mg24,Al27,Si29,P31,K39,Ca43,Ca44,Ti47,Mn55,Fe57,Cu65,Ga71,Sr88,Y89,Ba138,Ce140,Pb208,Dist from rim,Na2O,MgO,Al2O3,SiO2,P2O5,K2O,CaO,TiO2,MnO,FeO,SrO,Si,Ti,Al,Fe,Mg,Ca,Na,K,Sr,An
1629,,10.85,38877.89,178.49,159933.08,250453.33,44.92,1461.9,87066.39,89986.76,45.85,123.05,3428.64,5.82,26.83,886.71,0.34,179.46,6.62,2.72,317.67,5.12,0.03,29.51,52.32,0.01,0.17,12.29,0.01,0.02,0.43,0.1,2.359,0.0,1.568,0.016,0.002,0.594,0.448,0.01,0.003,56.0
1630,,11.44,39903.64,193.66,171821.56,257540.6,31.94,1325.98,95116.65,97308.22,73.24,122.01,3039.99,5.66,29.59,908.5,0.27,174.32,7.03,2.59,318.24,5.01,0.03,30.26,51.36,0.01,0.15,12.69,0.01,0.01,0.36,0.1,2.315,0.0,1.607,0.014,0.002,0.613,0.438,0.009,0.003,58.0
1631,,10.66,36817.0,166.09,173738.46,273631.72,47.92,2044.92,87310.26,98691.74,60.6,122.01,2975.24,4.55,22.62,913.65,0.27,187.77,6.09,2.15,318.82,4.47,0.02,29.59,52.77,0.01,0.22,12.45,0.01,0.01,0.35,0.1,2.392,0.0,1.581,0.013,0.001,0.605,0.393,0.013,0.003,60.0
1632,,10.66,42294.23,175.74,187058.99,269027.83,47.92,1297.73,96092.86,93498.54,60.6,136.25,2759.45,5.02,25.21,931.4,0.25,179.55,6.02,2.01,319.39,5.07,0.03,31.45,51.22,0.01,0.14,11.64,0.01,0.02,0.32,0.1,2.304,0.0,1.667,0.012,0.002,0.561,0.442,0.008,0.003,55.0
1633,,10.85,36869.85,166.09,163904.84,274039.5,41.93,1317.61,86091.02,87076.5,54.28,133.82,2867.34,4.86,24.89,946.87,0.34,182.12,6.56,2.46,319.97,4.63,0.03,28.82,54.56,0.01,0.15,11.34,0.01,0.02,0.34,0.1,2.475,0.0,1.541,0.013,0.002,0.551,0.407,0.009,0.003,57.0
1634,,12.81,36606.14,175.05,171978.98,261381.92,38.93,1351.43,85115.73,92676.45,96.41,123.4,3126.34,4.7,23.6,927.85,0.2,184.94,6.49,2.68,320.54,4.61,0.03,30.35,52.23,0.01,0.15,12.11,0.02,0.01,0.38,0.1,2.362,0.001,1.618,0.014,0.002,0.587,0.404,0.009,0.003,59.0
1635,,11.83,37305.25,161.96,163679.26,273001.68,23.95,1240.56,87797.98,88027.49,71.13,120.62,2781.03,6.77,26.35,879.63,0.39,187.17,6.62,2.46,321.12,4.68,0.03,28.81,54.41,0.01,0.14,11.47,0.01,0.01,0.33,0.09,2.467,0.0,1.539,0.013,0.002,0.557,0.411,0.008,0.002,57.0
1636,,11.24,39689.04,146.81,159022.71,271068.79,42.93,1406.73,87797.98,84197.75,64.81,139.38,2888.92,5.5,23.6,819.1,0.3,169.27,6.16,2.54,321.69,5.05,0.02,28.38,54.78,0.01,0.16,11.13,0.01,0.02,0.35,0.09,2.478,0.0,1.513,0.013,0.001,0.539,0.443,0.009,0.002,54.0
1637,,9.1,37198.53,153.01,151248.98,273419.67,46.92,1145.77,93408.52,82550.71,64.81,117.85,3212.7,6.93,26.35,904.42,0.25,184.34,7.43,2.19,322.27,4.81,0.02,27.39,56.05,0.01,0.13,11.07,0.01,0.01,0.4,0.1,2.545,0.0,1.466,0.015,0.001,0.539,0.423,0.008,0.003,56.0
1638,,7.34,47948.6,163.34,171375.69,282592.74,30.94,1461.9,93896.52,83782.41,47.96,124.44,2996.82,4.7,24.57,927.67,0.15,178.95,6.89,2.1,322.85,5.78,0.02,28.98,54.1,0.01,0.16,10.49,0.01,0.01,0.35,0.1,2.431,0.0,1.534,0.013,0.001,0.505,0.503,0.009,0.003,50.0
1639,,10.85,36391.27,170.91,171976.52,260001.58,35.93,1348.53,101219.39,90694.27,75.34,112.64,3839.15,6.45,26.51,912.23,0.34,182.55,6.22,2.9,323.42,4.6,0.03,30.5,52.21,0.01,0.15,11.91,0.01,0.01,0.46,0.1,2.362,0.0,1.626,0.017,0.002,0.577,0.403,0.009,0.003,58.0
1640,,11.24,37258.12,172.98,161768.94,270726.26,38.93,1446.99,95604.74,97560.3,96.41,126.53,2759.45,6.77,26.67,923.05,0.48,198.83,6.56,2.06,324.0,4.66,0.03,28.34,53.7,0.01,0.16,12.66,0.01,0.02,0.33,0.1,2.434,0.0,1.514,0.013,0.002,0.615,0.41,0.009,0.003,59.0
1641,,10.27,38726.15,171.6,172272.72,270561.12,72.9,1528.31,92188.59,90439.34,64.81,131.04,4033.69,3.75,28.29,936.02,0.27,185.29,6.62,3.16,324.57,4.78,0.03,29.81,53.01,0.02,0.17,11.59,0.01,0.02,0.48,0.1,2.397,0.0,1.589,0.018,0.002,0.562,0.419,0.01,0.003,57.0
1642,,10.07,36389.7,177.12,167736.18,257938.19,64.91,1215.91,93408.52,94767.49,75.34,122.71,3126.34,5.02,26.67,988.93,0.23,206.73,6.69,2.01,325.15,4.64,0.03,29.96,52.17,0.01,0.14,12.54,0.01,0.01,0.38,0.11,2.36,0.0,1.597,0.014,0.002,0.608,0.407,0.008,0.003,59.0
1643,,12.61,38358.24,164.71,168793.75,278355.88,101.89,1340.79,101951.95,95606.76,94.3,134.86,3191.1,8.67,28.29,912.23,0.41,187.43,8.03,2.28,325.72,4.67,0.02,28.8,53.77,0.02,0.15,12.08,0.01,0.02,0.37,0.1,2.437,0.0,1.539,0.014,0.001,0.587,0.41,0.009,0.003,58.0
1644,,11.44,42334.34,172.98,177003.91,272457.3,160.91,1622.53,97313.24,91988.99,73.24,124.44,3126.34,8.52,28.61,953.28,0.72,201.49,6.36,2.37,326.3,5.14,0.03,30.1,52.46,0.03,0.18,11.58,0.01,0.01,0.36,0.1,2.364,0.0,1.599,0.014,0.002,0.559,0.449,0.01,0.003,55.0
1645,,12.41,37725.94,201.24,168311.57,269904.57,193.94,1152.44,87554.12,95893.2,94.3,128.96,3234.29,4.39,24.89,942.6,0.46,190.0,6.16,2.63,326.87,4.67,0.03,29.22,53.06,0.04,0.13,12.33,0.01,0.02,0.38,0.1,2.404,0.0,1.56,0.014,0.002,0.599,0.41,0.008,0.003,59.0
1646,,12.41,42039.65,181.25,167964.96,264301.64,146.9,1530.41,102684.58,94094.34,66.92,130.35,4293.18,6.93,30.72,912.94,0.34,180.06,6.49,2.1,327.45,5.24,0.03,29.37,52.33,0.03,0.17,12.19,0.01,0.02,0.51,0.1,2.359,0.0,1.56,0.019,0.002,0.589,0.458,0.01,0.003,56.0
1647,,11.63,37617.52,156.45,166075.23,287673.7,103.89,1111.82,83896.76,85644.29,85.88,131.39,2888.92,5.34,23.92,826.5,0.39,190.26,7.03,2.01,328.03,4.58,0.02,28.36,55.62,0.02,0.12,10.83,0.01,0.02,0.34,0.09,2.527,0.0,1.519,0.013,0.001,0.527,0.403,0.007,0.002,56.0
1648,,9.1,36924.33,136.49,161521.86,284521.54,126.89,1377.81,95116.65,93888.11,56.39,120.28,2694.73,5.66,28.94,906.91,0.27,167.14,5.89,1.92,328.6,4.52,0.02,27.7,55.24,0.03,0.15,11.92,0.01,0.01,0.31,0.1,2.512,0.0,1.484,0.012,0.001,0.581,0.398,0.009,0.003,59.0
1649,,10.66,38417.83,191.59,171753.22,263857.15,87.9,1182.26,95116.65,98110.26,81.66,128.61,2996.82,4.07,26.51,934.6,0.32,177.49,5.62,1.61,329.18,4.77,0.03,29.9,52.01,0.02,0.13,12.65,0.01,0.02,0.36,0.1,2.351,0.0,1.593,0.014,0.002,0.613,0.418,0.007,0.003,59.0
1650,,13.2,37250.29,164.03,160430.17,274192.41,63.91,1123.99,94140.54,81519.51,92.2,127.91,3255.88,6.29,23.43,859.3,0.3,181.09,4.68,2.28,329.75,4.73,0.03,28.56,55.27,0.01,0.13,10.75,0.01,0.02,0.39,0.09,2.507,0.0,1.527,0.015,0.002,0.523,0.416,0.008,0.002,55.0
1651,,9.49,42564.0,184.7,158208.38,267751.48,66.91,1309.5,103661.46,85853.39,81.66,124.79,3342.25,6.13,26.02,945.98,0.23,174.15,5.49,2.23,330.33,5.43,0.03,28.28,54.19,0.01,0.15,11.37,0.01,0.02,0.41,0.1,2.444,0.0,1.503,0.015,0.002,0.549,0.475,0.009,0.003,53.0
1652,,9.1,41077.99,168.85,171400.39,283167.7,42.93,1363.94,83165.44,88388.41,79.56,114.37,2996.82,5.97,28.61,905.13,0.32,170.56,6.56,2.41,330.9,4.96,0.03,29.02,54.29,0.01,0.15,11.08,0.01,0.01,0.35,0.09,2.455,0.0,1.547,0.013,0.002,0.537,0.435,0.009,0.002,55.0
1653,,11.83,34954.57,174.36,157867.44,252708.38,55.91,1175.89,101707.76,94143.04,71.13,115.42,3169.51,7.56,28.13,979.83,0.25,181.26,6.42,2.06,331.48,4.6,0.03,29.1,52.74,0.01,0.14,12.85,0.01,0.01,0.4,0.11,2.39,0.0,1.554,0.015,0.002,0.624,0.404,0.008,0.003,60.0
1654,,13.59,35973.57,175.74,166553.66,265427.11,43.92,1271.01,103417.23,87875.67,71.13,113.68,2867.34,4.07,23.6,862.48,0.25,173.64,6.02,3.12,332.05,4.57,0.03,29.66,53.53,0.01,0.14,11.59,0.01,0.01,0.35,0.09,2.426,0.0,1.584,0.013,0.002,0.563,0.402,0.008,0.002,58.0
1655,,12.41,38283.87,172.29,156384.23,264846.02,42.93,1195.67,86334.86,88027.49,56.39,148.07,3817.53,5.97,21.33,869.02,0.44,177.66,6.69,2.28,332.63,4.94,0.03,28.28,54.23,0.01,0.14,11.79,0.01,0.02,0.47,0.1,2.455,0.0,1.509,0.018,0.002,0.572,0.434,0.008,0.003,56.0
1656,,9.68,35303.89,168.85,160473.81,251299.48,48.92,1213.31,91456.69,91923.11,64.81,116.8,3039.99,4.07,24.24,863.19,0.08,173.98,5.49,2.1,333.2,4.65,0.03,29.61,52.5,0.01,0.14,12.56,0.01,0.01,0.38,0.1,2.376,0.0,1.579,0.014,0.002,0.609,0.408,0.008,0.003,59.0
1657,,8.51,34867.19,162.65,164715.61,279173.47,54.91,1289.59,98289.64,102954.01,60.6,111.25,2737.88,5.34,21.49,875.74,0.15,183.14,5.42,2.5,333.78,4.25,0.02,28.13,53.99,0.01,0.14,13.02,0.01,0.01,0.32,0.09,2.457,0.0,1.509,0.012,0.001,0.635,0.375,0.008,0.002,62.0
1658,,12.81,40511.21,222.63,168481.45,254775.83,17.95,1324.75,78047.6,94612.8,64.81,119.93,4076.93,3.43,27.32,888.3,0.2,164.4,5.69,2.59,334.36,5.16,0.03,30.06,51.47,0.0,0.15,12.5,0.01,0.01,0.5,0.1,2.318,0.0,1.596,0.019,0.002,0.603,0.451,0.009,0.003,57.0
1659,,11.83,37275.01,155.07,156476.8,283206.45,69.9,1394.02,91456.69,84315.19,52.17,111.25,2867.34,5.02,26.51,912.76,0.18,179.03,6.29,2.01,334.93,4.67,0.02,27.46,56.26,0.01,0.16,10.96,0.01,0.01,0.34,0.1,2.557,0.0,1.471,0.013,0.001,0.534,0.412,0.009,0.003,56.0
1660,,8.51,36678.81,160.58,160921.68,275833.73,42.93,1292.93,91212.75,89330.81,87.98,114.03,2737.88,4.55,24.41,855.77,0.18,174.92,5.75,2.01,335.51,4.6,0.02,28.28,54.88,0.01,0.14,11.62,0.01,0.01,0.33,0.09,2.492,0.0,1.513,0.013,0.001,0.565,0.405,0.008,0.002,58.0
1661,,10.46,36653.82,169.54,162152.6,266909.42,46.92,1557.29,94628.58,90467.98,64.81,121.32,3363.85,4.55,25.21,941.0,0.18,174.92,5.62,2.37,336.08,4.66,0.03,28.87,53.8,0.01,0.18,11.93,0.01,0.01,0.41,0.1,2.438,0.0,1.542,0.016,0.002,0.579,0.409,0.01,0.003,58.0
1662,,9.88,36710.96,159.89,174573.09,246114.52,40.93,3341.12,95604.74,88325.39,77.45,126.87,2867.34,4.23,24.89,875.39,0.15,166.96,5.95,2.32,336.66,4.76,0.03,31.75,50.68,0.01,0.39,11.9,0.01,0.02,0.36,0.1,2.283,0.0,1.686,0.014,0.002,0.574,0.416,0.022,0.003,57.0
1663,,11.24,38306.21,144.06,154570.42,272014.85,38.93,1506.62,87310.26,87635.06,50.07,124.44,3255.88,5.82,26.67,889.72,0.13,171.41,5.95,2.28,337.23,4.89,0.02,27.66,55.11,0.01,0.17,11.61,0.01,0.02,0.4,0.1,2.499,0.0,1.478,0.015,0.001,0.564,0.43,0.01,0.003,56.0
