,Ca44,Na23,K39,Al27,Si29,An
1343,100479.15,38071.31,1279.15,164303.04,258535.59,60.0
1344,88442.83,35945.79,1440.92,169192.58,280262.27,58.0
1345,97712.11,32985.89,1403.43,178899.6,270493.83,62.0
1346,106780.88,37834.03,1466.77,175971.6,261526.68,61.0
1347,97975.64,36422.26,1274.02,177611.59,267900.32,60.0
1348,101547.58,36662.94,1406.86,172628.38,289156.01,61.0
1349,96531.97,40270.79,1376.14,168639.97,284878.37,57.0
1350,95641.13,37650.96,1532.44,161426.36,258908.71,59.0
1351,102555.85,37549.62,1325.58,160856.55,268944.24,61.0
1352,84613.09,34153.1,1217.65,178077.67,243706.56,58.0
1353,87557.73,39516.25,1484.31,173967.69,249900.79,55.0
1354,86893.18,35525.37,1544.21,169766.51,273976.29,58.0
1355,92693.64,36177.89,1427.84,172664.05,296587.84,59.0
1356,96669.47,36197.85,1219.98,164434.95,266654.55,60.0
1357,93326.68,37740.04,1427.48,166791.5,269574.28,58.0
1358,95621.08,36291.63,1567.06,155897.94,346372.01,60.0
1359,90144.3,36408.84,1779.52,167800.94,279811.65,58.0
1360,96362.97,36100.11,1376.75,167731.78,265906.28,60.0
1361,84908.13,34578.76,1534.84,158304.62,272467.51,58.0
1362,90046.91,35781.72,1200.84,162002.76,257454.96,59.0
1363,103730.27,34758.36,1563.66,165022.69,290954.33,62.0
1364,98525.61,39565.42,1412.5,174023.23,267156.12,58.0
1365,97640.5,37630.87,1386.85,179625.28,265732.96,59.0
1366,100479.15,33667.57,986.67,191334.91,276394.45,63.0
1367,95454.95,38791.4,1282.05,169845.65,262244.37,58.0
1368,96950.17,36634.34,1212.88,166186.28,278017.43,60.0
1369,94492.5,35272.83,1040.41,174578.49,257224.56,60.0
1370,94730.24,35027.31,1338.22,172225.52,278451.71,60.0
1371,99327.65,37111.63,1346.59,181064.03,267890.12,60.0
1372,103727.41,35423.21,1445.69,197835.73,280672.09,62.0
1373,99299.01,38424.44,1458.53,185905.1,267902.36,59.0
1374,101771.0,39084.73,1410.97,181601.38,279100.09,59.0
1375,92799.63,33772.25,960.26,172647.87,276092.66,61.0
1376,105629.38,34303.27,1215.95,176815.84,258662.01,63.0
1377,100396.08,35231.97,1266.88,166668.73,270522.37,62.0
1378,99542.48,36862.22,1391.79,167828.85,255550.62,60.0
1379,101298.38,37524.62,1424.97,161698.23,265412.84,60.0
1380,103635.75,37558.95,1551.65,175534.98,273050.63,61.0
1381,89024.31,36569.91,1318.31,165569.09,267099.04,58.0
1382,96898.62,39900.23,999.58,164455.81,280655.78,58.0
1383,104351.85,37017.5,1079.63,182031.13,291080.74,61.0
1384,94718.79,39782.75,1235.06,180274.86,262731.67,57.0
1385,99235.99,36279.85,989.84,170986.18,270063.61,61.0
1386,93945.39,34297.69,1220.32,168529.1,280046.15,61.0
1387,101882.71,37656.0,874.14,170401.09,362355.08,60.0
1388,95761.44,39114.56,1346.19,176770.65,276885.81,58.0
1389,97230.89,37546.96,1295.33,167339.91,254957.29,59.0
1390,91665.31,36465.3,1319.44,169243.27,284833.49,59.0
1391,101315.56,35920.45,1192.6,177489.3,259073.85,61.0
1392,96294.22,35850.3,1414.07,180472.18,297213.78,60.0
1393,92690.78,38414.97,1356.47,186127.2,266709.6,58.0
1394,87872.81,36705.58,1399.36,177698.96,275701.22,57.0
1395,92361.36,38921.27,1127.76,165295.2,286042.59,57.0
1396,95787.22,38461.9,1139.83,175680.7,266271.24,58.0
1397,92000.45,41623.52,1444.09,185928.7,306203.38,55.0
1398,96778.31,39215.76,1324.78,175442.95,281349.0,58.0
1399,89184.72,37949.2,1164.38,197389.78,290679.06,57.0
1400,90215.91,40425.74,1724.52,157758.31,254209.01,56.0
1401,90367.73,37975.42,1337.49,179898.8,277654.49,57.0
1402,90980.72,34994.48,1483.51,163625.29,265639.17,59.0
1403,98273.54,40191.79,1431.08,171705.28,381496.39,58.0
1404,96855.66,39515.3,1350.86,168283.12,268797.43,58.0
1405,96832.73,39477.02,1184.36,173093.63,282637.59,58.0
1406,89863.59,37499.9,2330.0,167092.72,271965.9,57.0
1407,94034.19,35536.4,1199.67,169308.77,257895.37,60.0
1408,92453.03,34380.5,1422.47,194141.7,265973.56,60.0
1409,96629.36,34239.05,1264.44,177028.89,267784.09,61.0
1410,92862.64,37137.51,1156.11,172613.1,277008.15,58.0
1411,102214.99,38586.87,1057.12,170993.96,284062.81,60.0
1412,96365.84,35252.47,1320.91,179103.04,272357.37,61.0
1413,99362.02,34797.38,1329.98,165428.67,271996.51,62.0
1414,86251.54,38665.74,1196.73,181796.31,274186.31,56.0
1415,96910.07,37713.82,1416.5,180227.85,265869.57,59.0
1416,90015.4,39135.88,1015.76,175562.96,250280.03,56.0
1417,95500.78,36087.58,1098.41,171324.38,265359.83,60.0
1418,100946.06,35861.74,1251.33,177386.02,263129.25,61.0
1419,93647.5,33739.22,1482.48,175179.95,279040.94,61.0
1420,91877.28,39367.44,1145.97,171247.89,274836.72,57.0
1421,98058.71,37874.28,1152.61,176907.77,277917.5,59.0
1422,96337.19,37282.03,1181.33,161673.98,247639.62,59.0
1423,90101.33,42254.52,1075.13,174183.5,284607.2,55.0
1424,91464.8,39827.77,1112.18,178400.5,266595.43,56.0
1425,79998.51,38682.97,1181.13,166152.35,261685.72,54.0
1426,81605.45,41181.51,1384.28,171981.18,278741.22,53.0
1427,90427.88,34997.82,1080.66,174252.55,286405.52,59.0
1428,83100.68,40960.78,1384.72,186962.58,250061.85,53.0
1429,88746.46,37651.23,1329.45,166179.33,272473.61,57.0
1430,85730.22,38037.12,1408.8,167784.39,288089.65,56.0
1431,85541.17,37415.24,1364.04,171743.15,264856.22,56.0
1432,87431.69,37672.89,1343.56,177282.09,269398.93,57.0
1433,86913.23,37904.93,1209.47,181390.88,275481.0,56.0
1434,87099.42,37752.51,1523.64,165813.52,275990.74,56.0
1435,92392.88,44896.36,1469.2,174906.98,287231.28,54.0
1436,90170.08,39732.49,1243.93,179050.17,280576.26,56.0
1437,86185.66,40308.32,2796.15,177496.52,264919.44,54.0
1438,96583.53,39116.81,1407.06,174239.2,272822.27,58.0
1439,91152.58,41483.02,1011.09,157769.38,272216.7,55.0
1440,84699.03,37622.9,1442.05,164665.84,259742.62,56.0
1441,93449.85,39625.9,1312.11,176863.32,275536.05,57.0
1442,87829.84,37976.1,1555.49,159835.94,263147.62,56.0
1443,90582.56,41168.71,1306.4,162670.73,257995.28,55.0
1444,88162.12,38401.49,1565.26,163544.69,272750.92,56.0
1445,88388.41,38818.84,1398.29,176500.15,280977.94,56.0
1446,93401.16,41231.3,1372.31,186596.66,290626.08,56.0
1447,90737.23,47525.53,1413.73,167543.35,281665.02,52.0
1448,87649.38,38347.21,1465.6,174638.04,262676.62,56.0
1449,99001.1,40787.59,1243.3,168627.36,282346.04,58.0
1450,90639.85,40901.53,1422.81,174481.98,383335.5,55.0
1451,90084.15,39254.18,1600.45,162646.48,289629.04,56.0
1452,90327.62,39763.13,1166.12,184365.63,257797.51,56.0
1453,89700.31,41797.94,1680.87,196175.87,261345.21,55.0
1454,91444.75,42110.07,1321.31,171566.33,286268.92,55.0
1455,84982.6,45611.34,1178.52,174929.22,268289.76,51.0
1456,90064.1,41943.07,961.86,179444.34,252345.45,55.0
1457,94801.86,41435.89,1504.56,158698.52,271429.69,56.0
1458,93277.98,42144.39,1566.19,176376.57,272893.62,55.0
1459,79591.76,37459.51,1339.59,174651.76,258651.81,54.0
1460,87592.1,40988.57,1374.58,156669.27,280824.99,55.0
1461,85372.17,42104.82,1604.18,175616.39,271470.47,53.0
1462,82533.52,42818.92,1403.93,173711.11,280761.81,52.0
1463,80330.78,38139.69,1560.09,168335.36,265506.63,54.0
1464,83051.98,38083.64,1628.7,167872.84,255715.77,55.0
1465,84976.88,39892.88,1502.79,175624.99,273535.9,54.0
1466,88164.98,39789.9,1393.89,159227.34,270238.96,55.0
1467,82653.83,39414.36,1503.26,165408.09,263400.42,54.0
1468,81542.43,42542.95,1449.59,163695.17,262376.91,52.0
1469,80917.98,43540.84,1602.42,182990.09,266980.77,51.0
1470,86228.63,41717.71,1426.81,168827.59,284733.6,54.0
1471,87861.35,42102.65,1182.59,157704.7,276178.32,54.0
1472,87483.25,40080.78,1227.75,165514.48,264576.88,55.0
1473,91573.65,41229.87,1735.27,163314.91,281379.58,55.0
1474,89402.42,40162.98,1391.92,160628.13,276938.83,56.0
1475,89912.28,42909.36,1364.87,176584.49,265812.48,54.0
1476,84951.1,43687.88,1715.12,170869.0,272041.36,52.0
1477,83132.19,41423.01,1382.08,172091.77,274241.36,53.0
1478,88732.14,38770.56,1256.3,169188.2,275709.36,56.0
1479,81382.02,39723.09,1499.19,166622.54,275915.28,53.0
1480,88156.39,39750.47,1611.89,172608.8,300596.34,55.0
1481,80528.43,39907.72,1426.51,174975.41,291088.9,53.0
1482,92252.52,38915.69,1421.71,168805.36,268642.49,57.0
1483,86967.65,39008.24,1542.18,162154.61,282350.11,56.0
1484,92077.79,44422.75,1200.57,181649.68,276561.63,54.0
1485,88737.87,40044.75,1299.13,164297.29,292856.62,56.0
1486,90109.93,41657.64,1627.1,163701.21,300137.58,55.0
1487,91940.29,40585.04,1317.21,168215.79,270979.1,56.0
1488,87938.69,39047.27,1260.67,152350.27,271260.44,56.0
1489,94045.65,44430.03,1456.23,180725.57,267973.71,54.0
1490,93446.99,43390.19,1528.24,180241.3,298288.31,55.0
1491,87340.03,46546.02,1681.83,170350.78,283090.25,51.0
1492,94844.83,39306.75,1268.04,182170.72,279542.51,58.0
1493,80981.0,40611.87,1541.78,178486.22,266079.56,53.0
1494,94724.52,41701.71,1285.36,171744.62,266978.74,56.0
1495,97554.57,41408.98,1523.33,185680.88,312044.84,57.0
1496,93005.86,38719.27,1427.68,172493.55,267814.7,57.0
1497,88474.34,42363.63,1639.61,174485.73,298045.68,54.0
1498,90442.2,41573.19,1296.46,173582.76,287965.28,55.0
1499,92014.77,42139.42,1288.52,153719.23,265398.57,55.0
1500,81909.08,40606.22,1524.94,169031.86,304676.22,53.0
1501,89224.82,41290.55,1484.78,172779.86,269099.22,55.0
1502,90937.74,54809.74,997.65,151588.36,268970.75,49.0
1503,78789.72,40395.5,1600.68,167710.2,385105.28,52.0
1504,83685.02,38795.62,1501.02,165195.95,264919.44,55.0
1505,85045.63,41951.79,1421.01,165284.41,287596.25,53.0
1506,93292.3,41502.9,1286.42,171684.79,282743.62,56.0
1507,90969.26,40595.73,1062.15,165694.23,280873.94,56.0
1508,83040.53,40445.01,1403.09,157576.91,280194.99,54.0
1509,85715.9,36926.85,1326.58,175829.16,258608.99,57.0
1510,87337.16,40240.83,1536.44,174240.94,293666.08,55.0
1511,84739.13,37532.05,1260.41,170478.94,289820.69,56.0
1512,96383.02,39302.67,1411.0,165631.75,254712.63,58.0
1513,91318.71,38857.94,1283.02,179020.62,270964.83,57.0
1514,89027.17,41450.6,1263.31,158794.75,279434.45,55.0
1515,89834.94,36647.76,1372.27,172897.69,270783.34,58.0
1516,80067.25,40515.64,1293.49,173493.85,280339.73,53.0
1517,84455.55,38022.0,1452.49,169100.29,255907.42,56.0
1518,94131.58,39936.19,1393.29,172601.94,260472.55,57.0
1519,88989.94,41418.11,1208.38,171233.9,263186.36,55.0
1520,88050.4,37170.26,1416.44,165074.48,289007.17,57.0
1521,117591.23,45927.96,1258.14,167828.12,279540.47,59.0
1522,89651.62,38436.9,1389.79,177489.56,285202.56,57.0
1523,93449.85,42229.39,1464.6,167067.03,284358.43,55.0
1524,96002.05,40836.42,1384.55,167676.72,273156.63,57.0
1525,88964.16,40430.98,1567.26,179359.54,278900.27,55.0
1526,78603.53,39247.91,1282.75,179354.15,268530.36,53.0
1527,88571.73,37682.02,1263.04,171960.23,240833.73,57.0
1528,88866.77,39442.63,1197.77,164411.99,267468.07,56.0
1529,88855.31,35014.64,1582.44,156186.73,259555.05,59.0
1530,91725.46,48822.54,1299.83,180917.4,277952.17,51.0
1531,92186.63,37195.94,1479.07,166089.68,280780.15,58.0
1532,87042.13,40506.92,1369.91,171656.25,297301.47,55.0
1533,87752.51,40410.41,1650.45,178212.61,290369.17,55.0
1534,90542.45,36756.66,1488.05,166146.4,291441.63,58.0
1535,91762.7,37946.2,1291.46,180549.76,279348.82,58.0
1536,86824.43,38295.72,1252.44,168730.72,284138.23,56.0
1537,93395.43,37152.69,1205.47,172464.82,264287.37,59.0
1538,88548.82,41005.87,1526.24,166302.28,269586.52,55.0
1539,103658.67,39908.54,1532.51,160785.56,266723.87,59.0
1540,85420.86,42083.17,1126.16,164185.77,270298.08,53.0
1541,89929.47,39019.82,1368.61,177882.01,265953.15,56.0
1542,88631.88,37046.31,1161.68,162238.04,266560.75,57.0
1543,95921.85,40844.59,1208.74,158910.38,263104.81,57.0
1544,85312.02,39772.74,1420.84,172629.66,265512.77,55.0
1545,105219.77,37119.12,1135.7,163672.5,259644.76,61.0
1546,94134.45,38464.28,1227.59,168843.6,243616.86,58.0
1547,89451.11,43454.82,1425.08,153764.69,258507.05,54.0
1548,79600.35,41078.26,1302.63,160638.28,245537.52,52.0
1549,82292.91,38198.8,1181.29,164348.5,248153.43,55.0
1550,92530.37,38735.89,1261.04,149604.86,256190.83,57.0
1551,86749.96,36911.67,1220.82,143110.35,255501.68,57.0
1552,88210.81,34038.0,1149.47,166136.7,265841.02,59.0
1553,89998.22,38819.59,1456.96,149788.64,248971.04,57.0
1554,90740.1,37850.99,1430.25,166386.35,272791.69,57.0
1555,85541.17,33884.83,1458.13,170339.62,269064.54,59.0
1556,84446.96,41270.46,1416.34,170723.28,242723.81,53.0
1557,93404.01,38355.79,1757.38,161423.34,267771.89,58.0
1558,90476.57,39091.06,1363.87,172309.86,277454.67,56.0
1559,90273.2,37789.49,1240.33,179331.82,254839.05,57.0
1560,86136.97,45454.62,1480.34,161065.48,266104.03,52.0
1561,85776.05,43366.97,1589.21,173440.06,301303.87,53.0
1562,95695.56,42009.2,1562.49,155369.57,260713.15,56.0
1563,86139.83,42903.57,1375.88,162095.79,262368.74,53.0
1564,78156.68,41264.94,1467.3,172976.63,266858.44,52.0
1565,90273.2,40626.04,1526.97,167212.38,268473.24,55.0
1566,84762.04,41479.82,1515.3,176216.11,285702.1,53.0
1567,89903.69,43888.32,1572.63,158371.48,270004.5,54.0
1568,80806.27,40613.98,1494.52,173156.21,267345.74,53.0
1569,90152.9,38741.95,1580.1,160725.74,260337.98,57.0
1570,85707.31,39318.2,1609.85,177450.33,262509.45,55.0
1571,85861.99,40486.22,1662.49,159667.72,282957.71,54.0
1572,82493.42,44568.77,1304.3,173837.16,280982.0,51.0
1573,89680.26,44669.7,1287.96,177543.27,252559.54,53.0
1574,83298.32,45076.57,1223.18,168545.66,275721.6,51.0
1575,84890.95,42493.1,1634.67,156117.84,247743.62,53.0
1576,89055.82,39694.28,1793.23,164961.59,279043.01,56.0
1577,86961.92,41007.57,1601.45,168619.86,278005.19,54.0
1578,91201.28,42910.59,1706.65,166146.49,260753.93,54.0
1579,90018.27,41984.48,1393.42,162506.43,262552.26,55.0
1580,90021.13,40970.72,1558.82,164935.7,268165.39,55.0
1581,85793.24,39875.3,1348.69,164409.88,285934.53,55.0
1582,84097.5,42162.24,1508.59,168402.78,279236.69,53.0
1583,81261.72,41841.6,1282.25,170785.2,264303.67,52.0
1584,76544.01,37215.01,1386.05,159031.21,285769.38,54.0
1585,82499.15,41563.93,1541.55,152445.04,264246.59,53.0
1586,76558.33,39468.37,1446.89,151431.48,246030.93,52.0
1587,84255.04,48738.29,1710.38,164621.83,287117.08,49.0
1588,84234.99,41490.03,1721.42,164471.09,242523.99,53.0
1589,92908.47,39468.1,1380.88,164892.43,267023.58,57.0
1590,81473.68,38857.73,1455.03,160932.39,259359.32,54.0
1591,87589.23,41086.71,1332.18,163571.78,257616.04,55.0
1592,83321.24,38190.29,1472.77,154161.97,251138.42,55.0
1593,94675.83,39511.21,1769.15,164114.24,276816.5,57.0
1594,83243.9,41684.0,1468.24,163849.04,279163.27,53.0
1595,89511.26,40865.57,1252.1,153631.04,260444.01,55.0
1596,83077.76,42224.62,1746.67,171829.23,257779.15,52.0
1597,86234.36,41523.95,1453.33,178952.29,268980.95,54.0
1598,81728.62,41149.64,1449.16,156756.73,268554.8,53.0
1599,82175.47,42437.25,1726.29,159974.72,256649.59,52.0
1600,90347.68,41315.61,1631.1,162440.93,252435.15,55.0
1601,90129.98,41116.2,1552.42,164122.47,270232.83,55.0
1602,86065.36,39671.94,1318.21,161829.68,276035.58,55.0
1603,84633.15,39538.18,1417.24,168674.37,250622.56,55.0
1604,83455.87,40465.58,1334.05,164245.13,277831.87,54.0
1605,85750.27,41783.91,1512.83,161945.03,251219.97,54.0
1606,91169.77,42350.07,1394.32,160454.14,276755.31,55.0
1607,83819.65,38307.23,1480.91,173148.43,280400.91,55.0
1608,82310.1,41427.51,1595.91,157138.55,284391.07,53.0
1609,89525.59,40074.31,1511.56,168806.46,279516.0,56.0
1610,88941.24,43273.46,1579.54,161641.24,268993.19,54.0
1611,83885.53,37943.88,1437.82,165413.03,277452.64,55.0
1612,83965.73,41060.08,1249.27,158780.75,280288.78,54.0
1613,84953.96,38752.3,1966.01,169367.95,264352.62,55.0
1614,81846.06,41730.04,1422.97,159037.71,281624.25,52.0
1615,86406.22,37823.13,1294.86,155112.97,283214.61,56.0
1616,91923.11,39871.56,1348.63,158538.51,241716.59,56.0
1617,88571.73,37910.17,1248.13,159288.72,251668.53,57.0
1618,86446.33,38899.21,1425.54,168652.88,286427.93,56.0
1619,81049.75,36749.85,1350.1,151711.13,254400.68,55.0
1620,80144.59,39472.73,1140.93,151762.53,269162.4,53.0
1621,80789.09,35708.37,1408.6,177424.98,262768.38,56.0
1622,90399.24,37330.59,1590.94,164392.14,258305.19,58.0
1623,90152.9,38778.05,1525.7,146910.31,280615.0,57.0
1624,86108.33,42486.01,1320.08,169554.66,240136.42,53.0
1625,91229.92,39172.72,1226.12,166793.33,284535.81,57.0
1626,89728.96,37982.91,1477.87,166925.42,269814.88,57.0
1627,87065.04,37544.37,1541.25,160007.65,266338.53,57.0
1628,82100.99,37869.85,1075.09,171764.56,271392.98,55.0
1629,89986.76,38877.89,1461.9,159933.08,250453.33,56.0
1630,97308.22,39903.64,1325.98,171821.56,257540.6,58.0
1631,98691.74,36817.0,2044.92,173738.46,273631.72,60.0
1632,93498.54,42294.23,1297.73,187058.99,269027.83,55.0
1633,87076.5,36869.85,1317.61,163904.84,274039.5,57.0
1634,92676.45,36606.14,1351.43,171978.98,261381.92,59.0
1635,88027.49,37305.25,1240.56,163679.26,273001.68,57.0
1636,84197.75,39689.04,1406.73,159022.71,271068.79,54.0
1637,82550.71,37198.53,1145.77,151248.98,273419.67,56.0
1638,83782.41,47948.6,1461.9,171375.69,282592.74,50.0
1639,90694.27,36391.27,1348.53,171976.52,260001.58,58.0
1640,97560.3,37258.12,1446.99,161768.94,270726.26,59.0
1641,90439.34,38726.15,1528.31,172272.72,270561.12,57.0
1642,94767.49,36389.7,1215.91,167736.18,257938.19,59.0
1643,95606.76,38358.24,1340.79,168793.75,278355.88,58.0
1644,91988.99,42334.34,1622.53,177003.91,272457.3,55.0
1645,95893.2,37725.94,1152.44,168311.57,269904.57,59.0
1646,94094.34,42039.65,1530.41,167964.96,264301.64,56.0
1647,85644.29,37617.52,1111.82,166075.23,287673.7,56.0
1648,93888.11,36924.33,1377.81,161521.86,284521.54,59.0
1649,98110.26,38417.83,1182.26,171753.22,263857.15,59.0
1650,81519.51,37250.29,1123.99,160430.17,274192.41,55.0
1651,85853.39,42564.0,1309.5,158208.38,267751.48,53.0
1652,88388.41,41077.99,1363.94,171400.39,283167.7,55.0
1653,94143.04,34954.57,1175.89,157867.44,252708.38,60.0
1654,87875.67,35973.57,1271.01,166553.66,265427.11,58.0
1655,88027.49,38283.87,1195.67,156384.23,264846.02,56.0
1656,91923.11,35303.89,1213.31,160473.81,251299.48,59.0
1657,102954.01,34867.19,1289.59,164715.61,279173.47,62.0
1658,94612.8,40511.21,1324.75,168481.45,254775.83,57.0
1659,84315.19,37275.01,1394.02,156476.8,283206.45,56.0
1660,89330.81,36678.81,1292.93,160921.68,275833.73,58.0
1661,90467.98,36653.82,1557.29,162152.6,266909.42,58.0
1662,88325.39,36710.96,3341.12,174573.09,246114.52,57.0
1663,87635.06,38306.21,1506.62,154570.42,272014.85,56.0
1664,95621.08,36901.66,1235.36,162755.62,249303.38,59.0
1665,85489.61,38923.93,1322.65,163991.11,269896.44,55.0
1666,87288.47,37883.54,1351.53,166605.8,259167.65,56.0
1667,91441.89,35505.28,1784.56,166668.55,256672.01,59.0
1668,94375.05,36935.57,1297.4,161530.55,269052.3,59.0
1669,88924.06,41344.42,1481.28,157855.46,254576.02,55.0
1670,81579.67,41442.97,1457.79,150749.23,266517.94,53.0
1671,94756.03,39560.45,1458.0,155664.03,297254.56,57.0
1672,83845.43,36190.83,1509.76,161713.14,256924.85,56.0
1673,84409.72,37676.02,1059.48,151596.04,256578.24,56.0
1674,89637.3,38481.65,1124.82,176113.66,264456.61,57.0
1675,94761.76,39600.22,1369.94,167148.8,246096.17,57.0
1676,85392.22,38779.55,1276.02,167404.67,269343.88,55.0
1677,92980.09,40177.76,1196.34,161879.91,255552.66,57.0
1678,89800.57,38978.35,1245.83,172704.94,278694.34,56.0
1679,95240.12,36645.1,1530.97,185444.6,271925.12,59.0
1680,96815.54,41676.57,1303.37,163873.47,267003.21,57.0
1681,86022.39,33787.03,1194.6,155549.78,271256.37,59.0
1682,90316.16,35313.01,1316.41,171354.01,259308.34,59.0
1683,92160.85,37978.41,1268.11,158399.93,274017.06,58.0
1684,89585.74,37086.56,1402.73,165878.1,267682.16,58.0
1685,90596.88,36181.64,1396.76,162110.61,261510.37,58.0
1686,85896.36,38569.98,1359.27,164971.83,227403.4,56.0
1687,88674.85,38944.09,1452.83,156882.23,259626.41,56.0
1688,88256.64,37465.71,1494.12,158884.11,258470.34,57.0
1689,87884.27,37599.0,1240.59,175526.1,254007.17,57.0
1690,86208.58,48411.52,1356.07,163423.31,271857.87,50.0
1691,85503.93,38811.21,1119.22,164275.69,249586.79,55.0
1692,83335.56,34671.25,1372.61,152935.54,285736.74,57.0
1693,84868.03,37942.73,1232.32,172221.04,250781.6,56.0
1694,95497.91,39657.23,1274.12,165900.42,267627.11,58.0
1695,78718.11,36637.2,1357.63,156663.33,250922.29,55.0
1696,88608.97,39454.48,1413.93,161333.7,260719.27,56.0
1697,84361.02,37711.85,1310.64,178489.23,262330.0,56.0
1698,85443.78,38846.7,1141.4,172258.08,249378.82,55.0
1699,87589.23,42490.58,1615.63,173080.73,272858.95,54.0
1700,89084.46,38032.22,1343.06,175447.43,250553.24,57.0
1701,89580.01,40514.48,1368.21,165563.32,284442.05,55.0
1702,89098.78,38610.98,1423.27,178760.65,279772.9,56.0
1703,96231.21,40086.36,1452.42,197685.98,257573.23,57.0
1704,96609.31,44974.41,1782.39,175739.7,279915.64,55.0
1705,85801.83,39540.97,1342.12,165800.44,267464.0,55.0
1706,87405.91,34736.36,1457.7,170416.1,282798.67,59.0
1707,86529.4,39209.97,1197.54,179199.83,305183.9,55.0
1708,86532.26,39264.05,1453.49,167352.15,285139.34,55.0
1709,95071.12,39769.94,1431.68,162643.55,256211.22,57.0
1710,90152.9,36806.24,1148.51,162693.51,263302.56,58.0
1711,91450.48,37549.07,1295.86,170952.7,258315.38,58.0
1712,84627.41,35575.9,1375.11,161747.54,291148.02,57.0
1713,92897.01,35327.11,1251.7,154717.71,248973.07,60.0
1714,85377.9,39485.87,1126.69,175166.05,261538.91,55.0
1715,96446.04,38655.39,1350.9,159778.12,267900.32,58.0
1716,96941.59,38870.06,1478.57,162247.09,270493.83,58.0
1717,86409.09,38597.5,1223.92,172933.27,266167.25,56.0
1718,84868.03,38771.92,1126.56,171851.47,278641.33,55.0
1719,94415.15,39995.99,1221.15,152758.63,260982.29,57.0
1720,93518.59,37209.15,1240.63,162315.88,243645.4,59.0
1721,90625.52,38773.35,1284.56,171240.49,271552.02,57.0
1722,89952.39,39330.32,1275.45,176312.26,312097.86,56.0
1723,90826.03,38402.44,1330.98,179251.88,259716.11,57.0
1724,90917.69,39934.49,1392.09,164868.65,248679.48,56.0
1725,87494.71,37400.06,1529.9,155828.51,255212.16,57.0
1726,80663.05,36351.22,1144.94,149595.43,245398.86,56.0
1727,85206.03,38656.89,1810.38,157882.26,261300.36,55.0
1728,86520.8,44604.52,1437.38,158294.0,261759.11,52.0
1729,86712.72,39861.14,1679.2,160940.71,265304.78,55.0
1730,86122.65,39805.02,1272.85,163567.66,260242.16,55.0
1731,80588.58,38819.93,1362.37,166646.41,251644.05,54.0
1732,85910.68,40481.45,1403.09,163518.35,269851.56,54.0
1733,77460.63,43992.05,1454.99,159867.32,245647.61,50.0
1734,79121.99,40867.13,1411.87,161172.34,246167.54,52.0
1735,82811.37,42962.01,1488.21,158948.06,281173.66,52.0
1736,83579.04,39992.11,1401.36,157968.07,246506.0,54.0
1737,79571.71,41388.21,1332.48,139238.03,258821.04,52.0
1738,82608.0,38259.21,1624.96,159516.51,262468.67,55.0
1739,80932.31,43678.62,1467.83,152812.69,279098.05,51.0
1740,79537.33,42127.23,1683.0,159848.93,273646.0,51.0
1741,78540.51,40464.49,1518.2,176684.48,265337.42,52.0
1742,76097.16,42641.09,1497.32,158629.81,257408.06,50.0
1743,85200.3,40826.27,1538.44,166224.52,271847.67,54.0
1744,79348.28,36652.66,1194.83,158785.33,268550.73,55.0
1745,78044.97,47723.78,1554.95,163556.95,287694.11,48.0
1746,81095.58,40916.58,1613.89,170513.16,273466.54,53.0
1747,75673.22,41725.27,1458.56,158185.33,248035.18,50.0
1748,88981.34,39019.21,1676.83,165568.54,251287.26,56.0
1749,78251.2,40181.37,1511.63,158237.65,246342.89,52.0
1750,77844.46,39515.16,1591.64,162726.34,271819.13,52.0
1751,86272.09,42323.63,1575.82,156739.05,258517.42,53.0
1752,83788.64,48732.82,1719.64,156554.08,291472.39,49.0
1753,77827.77,40653.74,1836.85,170248.31,275146.82,52.0
1754,77761.89,40955.38,1496.34,165830.41,256148.2,52.0
1755,89680.76,45933.45,2061.55,166775.65,272424.84,52.0
1756,77653.04,44651.5,1818.07,159856.6,259341.14,49.0
1757,82872.02,40769.04,2031.87,157835.58,272449.31,53.0
1758,85724.99,46118.43,1805.96,156180.22,276270.26,51.0
1759,85498.7,43857.72,1862.0,159083.24,263496.46,52.0
1760,87377.76,44699.99,1572.22,173334.57,294383.95,52.0
1761,87097.05,38651.96,1589.5,167882.16,253595.49,56.0
1762,100912.17,42519.78,1600.2,160654.18,265037.89,57.0
1763,84822.69,39418.22,1561.38,166551.8,278561.99,55.0
1764,93261.3,44078.45,1774.18,175978.34,266925.9,54.0
1765,92639.72,47949.12,1789.92,171390.04,264201.92,52.0
1766,94853.91,42421.5,1755.6,147518.06,259165.79,56.0
1767,80233.89,40952.31,1417.99,157155.72,274857.27,52.0
1768,94616.17,39553.62,1681.79,156194.58,270873.25,57.0
1769,86561.4,39853.62,1628.49,167848.77,260668.47,55.0
1770,89932.83,41106.91,1741.36,160374.72,269231.93,55.0
1771,90565.87,43986.78,1395.05,157308.04,264648.45,54.0
1772,87443.64,39547.69,1632.49,170919.93,265629.15,55.0
1773,86214.81,37976.62,1650.23,159297.39,259231.05,56.0
1774,85252.36,39252.52,1759.74,173899.79,280278.76,55.0
1775,87956.38,40914.72,1575.82,166004.04,257968.95,55.0
1776,87775.92,41658.57,979.62,154275.85,269660.08,54.0
1777,90542.95,39857.64,1552.74,154096.37,288970.64,56.0
1778,95549.97,38240.46,1592.23,161990.39,286148.8,58.0
1779,91133.02,38933.85,1398.38,175593.51,272651.17,57.0
